"AIQ","HCI","SD","BF","NAOS","EL","NI","AGNT"
39.1,0.4,22.9,BF05,5,1k,1000,Freq#1
39.1,0.4,22.1,BF05,5,1k,1000,Freq#2
39.9,0.4,21.3,BF05,5,1k,1000,Freq#3
39.0,0.4,20.9,BF05,5,1k,1000,Freq#4
38.8,0.4,21.0,BF05,5,1k,1000,Freq#5
45.9,0.4,22.8,BF05,5,1k,1000,H_l#1
47.1,0.4,21.5,BF05,5,1k,1000,H_l#2
47.3,0.4,21.3,BF05,5,1k,1000,H_l#3
41.8,0.4,22.6,BF05,5,1k,1000,H_l#4
39.5,0.5,23.2,BF05,5,1k,1000,H_l#5
42.6,1.1,18.5,BF05,5,1k,1000,MC_AIXI#1
44.2,1.2,19.7,BF05,5,1k,1000,MC_AIXI#2
39.5,1.1,17.5,BF05,5,1k,1000,MC_AIXI#3
41.1,1.1,17.7,BF05,5,1k,1000,MC_AIXI#4
35.9,1.0,16.8,BF05,5,1k,1000,MC_AIXI#5
43.0,0.4,20.5,BF05,5,1k,1000,Q_l#1
43.5,0.4,21.0,BF05,5,1k,1000,Q_l#2
41.4,0.5,23.4,BF05,5,1k,1000,Q_l#3
39.4,0.5,24.4,BF05,5,1k,1000,Q_l#4
38.4,0.5,23.8,BF05,5,1k,1000,Q_l#5
41.1,0.4,19.8,BF05,5,1k,1000,Q_0#1
40.7,0.4,21.2,BF05,5,1k,1000,Q_0#2
39.8,0.4,22.4,BF05,5,1k,1000,Q_0#3
36.7,0.4,22.6,BF05,5,1k,1000,Q_0#4
36.3,0.4,22.7,BF05,5,1k,1000,Q_0#5
40.6,0.4,22.5,BF05,5,2k,2000,Freq#1
40.8,0.4,22.0,BF05,5,2k,2000,Freq#2
41.5,0.4,21.3,BF05,5,2k,2000,Freq#3
40.7,0.4,20.9,BF05,5,2k,2000,Freq#4
40.5,0.4,20.8,BF05,5,2k,2000,Freq#5
49.1,0.4,22.8,BF05,5,2k,2000,H_l#1
49.4,0.4,21.0,BF05,5,2k,2000,H_l#2
50.0,0.4,21.2,BF05,5,2k,2000,H_l#3
46.4,0.4,22.5,BF05,5,2k,2000,H_l#4
43.1,0.5,23.5,BF05,5,2k,2000,H_l#5
48.0,1.3,20.4,BF05,5,2k,2000,MC_AIXI#1
47.7,1.3,20.5,BF05,5,2k,2000,MC_AIXI#2
46.2,1.2,18.9,BF05,5,2k,2000,MC_AIXI#3
46.3,1.2,19.1,BF05,5,2k,2000,MC_AIXI#4
40.5,1.1,17.8,BF05,5,2k,2000,MC_AIXI#5
45.6,0.4,19.8,BF05,5,2k,2000,Q_l#1
46.0,0.4,20.4,BF05,5,2k,2000,Q_l#2
44.8,0.4,22.9,BF05,5,2k,2000,Q_l#3
41.8,0.5,24.7,BF05,5,2k,2000,Q_l#4
39.2,0.5,23.9,BF05,5,2k,2000,Q_l#5
43.6,0.4,19.4,BF05,5,2k,2000,Q_0#1
43.9,0.4,20.6,BF05,5,2k,2000,Q_0#2
43.3,0.4,21.6,BF05,5,2k,2000,Q_0#3
39.2,0.4,23.0,BF05,5,2k,2000,Q_0#4
37.4,0.4,22.8,BF05,5,2k,2000,Q_0#5
41.4,0.4,22.4,BF05,5,3k,3000,Freq#1
41.7,0.4,22.0,BF05,5,3k,3000,Freq#2
42.3,0.4,21.3,BF05,5,3k,3000,Freq#3
41.7,0.4,21.0,BF05,5,3k,3000,Freq#4
41.4,0.4,20.8,BF05,5,3k,3000,Freq#5
50.6,0.4,22.6,BF05,5,3k,3000,H_l#1
50.2,0.4,20.7,BF05,5,3k,3000,H_l#2
51.1,0.4,21.2,BF05,5,3k,3000,H_l#3
48.6,0.4,22.6,BF05,5,3k,3000,H_l#4
45.5,0.5,23.6,BF05,5,3k,3000,H_l#5
50.1,1.3,21.3,BF05,5,3k,3000,MC_AIXI#1
49.0,1.3,20.8,BF05,5,3k,3000,MC_AIXI#2
48.9,1.2,19.8,BF05,5,3k,3000,MC_AIXI#3
48.4,1.2,19.7,BF05,5,3k,3000,MC_AIXI#4
42.3,1.1,18.3,BF05,5,3k,3000,MC_AIXI#5
46.7,0.4,19.5,BF05,5,3k,3000,Q_l#1
47.2,0.4,20.1,BF05,5,3k,3000,Q_l#2
46.6,0.4,22.5,BF05,5,3k,3000,Q_l#3
43.7,0.5,24.9,BF05,5,3k,3000,Q_l#4
40.0,0.5,23.9,BF05,5,3k,3000,Q_l#5
44.7,0.4,19.2,BF05,5,3k,3000,Q_0#1
45.3,0.4,20.4,BF05,5,3k,3000,Q_0#2
45.2,0.4,21.3,BF05,5,3k,3000,Q_0#3
41.4,0.5,23.0,BF05,5,3k,3000,Q_0#4
38.4,0.4,22.9,BF05,5,3k,3000,Q_0#5
41.8,0.4,22.4,BF05,5,4k,4000,Freq#1
42.3,0.4,21.9,BF05,5,4k,4000,Freq#2
42.9,0.4,21.3,BF05,5,4k,4000,Freq#3
42.3,0.4,21.0,BF05,5,4k,4000,Freq#4
42.0,0.4,20.8,BF05,5,4k,4000,Freq#5
51.4,0.4,22.5,BF05,5,4k,4000,H_l#1
50.6,0.4,20.6,BF05,5,4k,4000,H_l#2
51.6,0.4,21.2,BF05,5,4k,4000,H_l#3
50.0,0.4,22.6,BF05,5,4k,4000,H_l#4
47.1,0.5,23.6,BF05,5,4k,4000,H_l#5
51.2,1.3,21.8,BF05,5,4k,4000,MC_AIXI#1
49.7,1.3,21.0,BF05,5,4k,4000,MC_AIXI#2
50.5,1.3,20.4,BF05,5,4k,4000,MC_AIXI#3
49.6,1.2,20.1,BF05,5,4k,4000,MC_AIXI#4
43.6,1.2,18.7,BF05,5,4k,4000,MC_AIXI#5
47.3,0.4,19.4,BF05,5,4k,4000,Q_l#1
47.9,0.4,19.9,BF05,5,4k,4000,Q_l#2
47.7,0.4,22.3,BF05,5,4k,4000,Q_l#3
45.2,0.5,24.9,BF05,5,4k,4000,Q_l#4
40.9,0.5,23.9,BF05,5,4k,4000,Q_l#5
45.3,0.4,19.2,BF05,5,4k,4000,Q_0#1
46.1,0.4,20.3,BF05,5,4k,4000,Q_0#2
46.4,0.4,21.1,BF05,5,4k,4000,Q_0#3
43.1,0.4,23.0,BF05,5,4k,4000,Q_0#4
39.4,0.5,23.0,BF05,5,4k,4000,Q_0#5
42.2,0.4,22.3,BF05,5,5k,5000,Freq#1
42.8,0.4,21.9,BF05,5,5k,5000,Freq#2
43.4,0.4,21.3,BF05,5,5k,5000,Freq#3
42.8,0.4,21.1,BF05,5,5k,5000,Freq#4
42.5,0.4,20.9,BF05,5,5k,5000,Freq#5
52.0,0.4,22.4,BF05,5,5k,5000,H_l#1
50.9,0.4,20.5,BF05,5,5k,5000,H_l#2
52.0,0.4,21.2,BF05,5,5k,5000,H_l#3
50.9,0.4,22.5,BF05,5,5k,5000,H_l#4
48.3,0.5,23.5,BF05,5,5k,5000,H_l#5
51.9,1.4,22.1,BF05,5,5k,5000,MC_AIXI#1
50.1,1.3,21.1,BF05,5,5k,5000,MC_AIXI#2
51.5,1.3,20.8,BF05,5,5k,5000,MC_AIXI#3
50.4,1.3,20.4,BF05,5,5k,5000,MC_AIXI#4
44.3,1.2,18.9,BF05,5,5k,5000,MC_AIXI#5
47.6,0.4,19.4,BF05,5,5k,5000,Q_l#1
48.3,0.4,19.8,BF05,5,5k,5000,Q_l#2
48.4,0.4,22.0,BF05,5,5k,5000,Q_l#3
46.4,0.5,24.7,BF05,5,5k,5000,Q_l#4
41.9,0.5,23.9,BF05,5,5k,5000,Q_l#5
45.6,0.4,19.3,BF05,5,5k,5000,Q_0#1
46.7,0.4,20.3,BF05,5,5k,5000,Q_0#2
47.2,0.4,21.0,BF05,5,5k,5000,Q_0#3
44.3,0.4,22.9,BF05,5,5k,5000,Q_0#4
40.4,0.5,23.1,BF05,5,5k,5000,Q_0#5
42.5,0.4,22.3,BF05,5,6k,6000,Freq#1
43.2,0.4,21.9,BF05,5,6k,6000,Freq#2
43.7,0.4,21.3,BF05,5,6k,6000,Freq#3
43.2,0.4,21.1,BF05,5,6k,6000,Freq#4
42.8,0.4,20.9,BF05,5,6k,6000,Freq#5
52.3,0.4,22.4,BF05,5,6k,6000,H_l#1
51.1,0.4,20.4,BF05,5,6k,6000,H_l#2
52.2,0.4,21.1,BF05,5,6k,6000,H_l#3
51.6,0.4,22.4,BF05,5,6k,6000,H_l#4
49.2,0.5,23.5,BF05,5,6k,6000,H_l#5
52.4,1.4,22.3,BF05,5,6k,6000,MC_AIXI#1
50.4,1.3,21.3,BF05,5,6k,6000,MC_AIXI#2
52.2,1.3,21.1,BF05,5,6k,6000,MC_AIXI#3
50.9,1.3,20.6,BF05,5,6k,6000,MC_AIXI#4
44.9,1.2,19.1,BF05,5,6k,6000,MC_AIXI#5
47.8,0.4,19.4,BF05,5,6k,6000,Q_l#1
48.6,0.4,19.7,BF05,5,6k,6000,Q_l#2
49.0,0.4,21.9,BF05,5,6k,6000,Q_l#3
47.4,0.5,24.6,BF05,5,6k,6000,Q_l#4
42.8,0.5,23.9,BF05,5,6k,6000,Q_l#5
45.9,0.4,19.3,BF05,5,6k,6000,Q_0#1
47.0,0.4,20.2,BF05,5,6k,6000,Q_0#2
47.7,0.4,20.9,BF05,5,6k,6000,Q_0#3
45.3,0.4,22.8,BF05,5,6k,6000,Q_0#4
41.4,0.5,23.1,BF05,5,6k,6000,Q_0#5
42.8,0.4,22.3,BF05,5,7k,7000,Freq#1
43.5,0.4,22.0,BF05,5,7k,7000,Freq#2
44.0,0.4,21.3,BF05,5,7k,7000,Freq#3
43.5,0.4,21.1,BF05,5,7k,7000,Freq#4
43.1,0.4,20.9,BF05,5,7k,7000,Freq#5
52.6,0.4,22.3,BF05,5,7k,7000,H_l#1
51.2,0.4,20.4,BF05,5,7k,7000,H_l#2
52.4,0.4,21.1,BF05,5,7k,7000,H_l#3
52.0,0.4,22.4,BF05,5,7k,7000,H_l#4
49.8,0.5,23.5,BF05,5,7k,7000,H_l#5
52.7,1.4,22.4,BF05,5,7k,7000,MC_AIXI#1
50.6,1.3,21.3,BF05,5,7k,7000,MC_AIXI#2
52.7,1.3,21.4,BF05,5,7k,7000,MC_AIXI#3
51.4,1.3,20.7,BF05,5,7k,7000,MC_AIXI#4
45.4,1.2,19.3,BF05,5,7k,7000,MC_AIXI#5
48.0,0.4,19.4,BF05,5,7k,7000,Q_l#1
48.8,0.4,19.7,BF05,5,7k,7000,Q_l#2
49.4,0.4,21.7,BF05,5,7k,7000,Q_l#3
48.1,0.5,24.5,BF05,5,7k,7000,Q_l#4
43.7,0.5,23.8,BF05,5,7k,7000,Q_l#5
46.1,0.4,19.3,BF05,5,7k,7000,Q_0#1
47.3,0.4,20.3,BF05,5,7k,7000,Q_0#2
48.2,0.4,20.8,BF05,5,7k,7000,Q_0#3
46.1,0.4,22.7,BF05,5,7k,7000,Q_0#4
42.2,0.5,23.2,BF05,5,7k,7000,Q_0#5
43.1,0.4,22.3,BF05,5,8k,8000,Freq#1
43.8,0.4,22.0,BF05,5,8k,8000,Freq#2
44.3,0.4,21.3,BF05,5,8k,8000,Freq#3
43.8,0.4,21.1,BF05,5,8k,8000,Freq#4
43.3,0.4,21.0,BF05,5,8k,8000,Freq#5
52.8,0.4,22.3,BF05,5,8k,8000,H_l#1
51.4,0.4,20.4,BF05,5,8k,8000,H_l#2
52.5,0.4,21.1,BF05,5,8k,8000,H_l#3
52.4,0.4,22.4,BF05,5,8k,8000,H_l#4
50.4,0.5,23.5,BF05,5,8k,8000,H_l#5
52.9,1.4,22.6,BF05,5,8k,8000,MC_AIXI#1
50.8,1.3,21.4,BF05,5,8k,8000,MC_AIXI#2
53.0,1.3,21.6,BF05,5,8k,8000,MC_AIXI#3
51.7,1.3,20.9,BF05,5,8k,8000,MC_AIXI#4
45.8,1.2,19.5,BF05,5,8k,8000,MC_AIXI#5
48.1,0.4,19.4,BF05,5,8k,8000,Q_l#1
49.0,0.4,19.7,BF05,5,8k,8000,Q_l#2
49.7,0.4,21.6,BF05,5,8k,8000,Q_l#3
48.7,0.5,24.4,BF05,5,8k,8000,Q_l#4
44.5,0.5,23.8,BF05,5,8k,8000,Q_l#5
46.2,0.4,19.3,BF05,5,8k,8000,Q_0#1
47.5,0.4,20.3,BF05,5,8k,8000,Q_0#2
48.5,0.4,20.8,BF05,5,8k,8000,Q_0#3
46.8,0.4,22.6,BF05,5,8k,8000,Q_0#4
43.0,0.5,23.2,BF05,5,8k,8000,Q_0#5
43.3,0.4,22.3,BF05,5,9k,9000,Freq#1
44.1,0.4,22.0,BF05,5,9k,9000,Freq#2
44.5,0.4,21.3,BF05,5,9k,9000,Freq#3
44.0,0.4,21.2,BF05,5,9k,9000,Freq#4
43.5,0.4,21.0,BF05,5,9k,9000,Freq#5
53.0,0.4,22.3,BF05,5,9k,9000,H_l#1
51.4,0.4,20.3,BF05,5,9k,9000,H_l#2
52.6,0.4,21.1,BF05,5,9k,9000,H_l#3
52.7,0.4,22.4,BF05,5,9k,9000,H_l#4
50.8,0.5,23.5,BF05,5,9k,9000,H_l#5
53.2,1.4,22.7,BF05,5,9k,9000,MC_AIXI#1
51.0,1.3,21.5,BF05,5,9k,9000,MC_AIXI#2
53.3,1.3,21.8,BF05,5,9k,9000,MC_AIXI#3
51.9,1.3,21.0,BF05,5,9k,9000,MC_AIXI#4
46.0,1.2,19.6,BF05,5,9k,9000,MC_AIXI#5
48.3,0.4,19.4,BF05,5,9k,9000,Q_l#1
49.1,0.4,19.7,BF05,5,9k,9000,Q_l#2
50.0,0.4,21.6,BF05,5,9k,9000,Q_l#3
49.2,0.5,24.3,BF05,5,9k,9000,Q_l#4
45.2,0.5,23.7,BF05,5,9k,9000,Q_l#5
46.3,0.4,19.4,BF05,5,9k,9000,Q_0#1
47.7,0.4,20.3,BF05,5,9k,9000,Q_0#2
48.8,0.4,20.8,BF05,5,9k,9000,Q_0#3
47.4,0.4,22.5,BF05,5,9k,9000,Q_0#4
43.8,0.5,23.1,BF05,5,9k,9000,Q_0#5
43.5,0.4,22.3,BF05,5,10k,10000,Freq#1
44.3,0.4,22.0,BF05,5,10k,10000,Freq#2
44.7,0.4,21.4,BF05,5,10k,10000,Freq#3
44.2,0.4,21.2,BF05,5,10k,10000,Freq#4
43.7,0.4,21.0,BF05,5,10k,10000,Freq#5
53.1,0.4,22.2,BF05,5,10k,10000,H_l#1
51.5,0.4,20.3,BF05,5,10k,10000,H_l#2
52.7,0.4,21.1,BF05,5,10k,10000,H_l#3
52.9,0.4,22.4,BF05,5,10k,10000,H_l#4
51.2,0.5,23.5,BF05,5,10k,10000,H_l#5
53.3,1.4,22.8,BF05,5,10k,10000,MC_AIXI#1
51.1,1.3,21.5,BF05,5,10k,10000,MC_AIXI#2
53.6,1.4,21.9,BF05,5,10k,10000,MC_AIXI#3
52.1,1.3,21.1,BF05,5,10k,10000,MC_AIXI#4
46.2,1.2,19.7,BF05,5,10k,10000,MC_AIXI#5
48.4,0.4,19.4,BF05,5,10k,10000,Q_l#1
49.2,0.4,19.7,BF05,5,10k,10000,Q_l#2
50.2,0.4,21.5,BF05,5,10k,10000,Q_l#3
49.6,0.5,24.2,BF05,5,10k,10000,Q_l#4
45.8,0.5,23.6,BF05,5,10k,10000,Q_l#5
46.4,0.4,19.4,BF05,5,10k,10000,Q_0#1
47.8,0.4,20.3,BF05,5,10k,10000,Q_0#2
49.0,0.4,20.7,BF05,5,10k,10000,Q_0#3
47.8,0.4,22.3,BF05,5,10k,10000,Q_0#4
44.4,0.5,23.1,BF05,5,10k,10000,Q_0#5
43.6,0.4,22.3,BF05,5,11k,11000,Freq#1
44.5,0.4,22.0,BF05,5,11k,11000,Freq#2
44.9,0.4,21.4,BF05,5,11k,11000,Freq#3
44.4,0.4,21.2,BF05,5,11k,11000,Freq#4
43.9,0.4,21.0,BF05,5,11k,11000,Freq#5
53.3,0.4,22.2,BF05,5,11k,11000,H_l#1
51.6,0.4,20.3,BF05,5,11k,11000,H_l#2
52.7,0.4,21.1,BF05,5,11k,11000,H_l#3
53.2,0.4,22.4,BF05,5,11k,11000,H_l#4
51.5,0.5,23.5,BF05,5,11k,11000,H_l#5
53.5,1.4,22.8,BF05,5,11k,11000,MC_AIXI#1
51.2,1.3,21.5,BF05,5,11k,11000,MC_AIXI#2
53.8,1.4,22.0,BF05,5,11k,11000,MC_AIXI#3
52.3,1.3,21.1,BF05,5,11k,11000,MC_AIXI#4
46.4,1.2,19.8,BF05,5,11k,11000,MC_AIXI#5
48.4,0.4,19.4,BF05,5,11k,11000,Q_l#1
49.3,0.4,19.7,BF05,5,11k,11000,Q_l#2
50.3,0.4,21.4,BF05,5,11k,11000,Q_l#3
50.0,0.5,24.1,BF05,5,11k,11000,Q_l#4
46.4,0.5,23.5,BF05,5,11k,11000,Q_l#5
46.5,0.4,19.4,BF05,5,11k,11000,Q_0#1
47.9,0.4,20.3,BF05,5,11k,11000,Q_0#2
49.2,0.4,20.7,BF05,5,11k,11000,Q_0#3
48.3,0.4,22.3,BF05,5,11k,11000,Q_0#4
45.0,0.5,23.1,BF05,5,11k,11000,Q_0#5
43.8,0.4,22.3,BF05,5,12k,12000,Freq#1
44.7,0.4,22.0,BF05,5,12k,12000,Freq#2
45.1,0.4,21.4,BF05,5,12k,12000,Freq#3
44.6,0.4,21.2,BF05,5,12k,12000,Freq#4
44.0,0.4,21.0,BF05,5,12k,12000,Freq#5
53.4,0.4,22.2,BF05,5,12k,12000,H_l#1
51.6,0.4,20.3,BF05,5,12k,12000,H_l#2
52.8,0.4,21.1,BF05,5,12k,12000,H_l#3
53.3,0.4,22.4,BF05,5,12k,12000,H_l#4
51.7,0.5,23.5,BF05,5,12k,12000,H_l#5
53.6,1.4,22.9,BF05,5,12k,12000,MC_AIXI#1
51.2,1.3,21.5,BF05,5,12k,12000,MC_AIXI#2
53.9,1.4,22.1,BF05,5,12k,12000,MC_AIXI#3
52.5,1.3,21.2,BF05,5,12k,12000,MC_AIXI#4
46.7,1.2,19.9,BF05,5,12k,12000,MC_AIXI#5
48.5,0.4,19.4,BF05,5,12k,12000,Q_l#1
49.3,0.4,19.7,BF05,5,12k,12000,Q_l#2
50.5,0.4,21.4,BF05,5,12k,12000,Q_l#3
50.3,0.5,24.0,BF05,5,12k,12000,Q_l#4
46.8,0.5,23.5,BF05,5,12k,12000,Q_l#5
46.5,0.4,19.4,BF05,5,12k,12000,Q_0#1
48.0,0.4,20.2,BF05,5,12k,12000,Q_0#2
49.3,0.4,20.7,BF05,5,12k,12000,Q_0#3
48.6,0.4,22.2,BF05,5,12k,12000,Q_0#4
45.5,0.5,23.0,BF05,5,12k,12000,Q_0#5
44.0,0.4,22.3,BF05,5,13k,13000,Freq#1
44.9,0.4,22.0,BF05,5,13k,13000,Freq#2
45.2,0.4,21.4,BF05,5,13k,13000,Freq#3
44.7,0.4,21.2,BF05,5,13k,13000,Freq#4
44.2,0.4,21.0,BF05,5,13k,13000,Freq#5
53.4,0.4,22.2,BF05,5,13k,13000,H_l#1
51.7,0.4,20.3,BF05,5,13k,13000,H_l#2
52.8,0.4,21.1,BF05,5,13k,13000,H_l#3
53.5,0.4,22.4,BF05,5,13k,13000,H_l#4
52.0,0.5,23.5,BF05,5,13k,13000,H_l#5
53.7,1.4,23.0,BF05,5,13k,13000,MC_AIXI#1
51.3,1.3,21.5,BF05,5,13k,13000,MC_AIXI#2
54.1,1.4,22.1,BF05,5,13k,13000,MC_AIXI#3
52.6,1.3,21.3,BF05,5,13k,13000,MC_AIXI#4
46.8,1.2,20.0,BF05,5,13k,13000,MC_AIXI#5
48.6,0.4,19.4,BF05,5,13k,13000,Q_l#1
49.4,0.4,19.7,BF05,5,13k,13000,Q_l#2
50.6,0.4,21.4,BF05,5,13k,13000,Q_l#3
50.6,0.5,24.0,BF05,5,13k,13000,Q_l#4
47.3,0.5,23.5,BF05,5,13k,13000,Q_l#5
46.6,0.4,19.4,BF05,5,13k,13000,Q_0#1
48.1,0.4,20.2,BF05,5,13k,13000,Q_0#2
49.5,0.4,20.7,BF05,5,13k,13000,Q_0#3
48.9,0.4,22.1,BF05,5,13k,13000,Q_0#4
46.0,0.5,23.0,BF05,5,13k,13000,Q_0#5
44.1,0.4,22.3,BF05,5,14k,14000,Freq#1
45.0,0.4,22.0,BF05,5,14k,14000,Freq#2
45.3,0.4,21.4,BF05,5,14k,14000,Freq#3
44.9,0.4,21.2,BF05,5,14k,14000,Freq#4
44.3,0.4,21.0,BF05,5,14k,14000,Freq#5
53.5,0.4,22.2,BF05,5,14k,14000,H_l#1
51.7,0.4,20.3,BF05,5,14k,14000,H_l#2
52.9,0.4,21.1,BF05,5,14k,14000,H_l#3
53.6,0.4,22.4,BF05,5,14k,14000,H_l#4
52.2,0.5,23.5,BF05,5,14k,14000,H_l#5
53.8,1.4,23.0,BF05,5,14k,14000,MC_AIXI#1
51.4,1.3,21.6,BF05,5,14k,14000,MC_AIXI#2
54.2,1.4,22.2,BF05,5,14k,14000,MC_AIXI#3
52.7,1.3,21.3,BF05,5,14k,14000,MC_AIXI#4
47.0,1.2,20.1,BF05,5,14k,14000,MC_AIXI#5
48.6,0.4,19.4,BF05,5,14k,14000,Q_l#1
49.5,0.4,19.7,BF05,5,14k,14000,Q_l#2
50.7,0.4,21.3,BF05,5,14k,14000,Q_l#3
50.8,0.5,23.9,BF05,5,14k,14000,Q_l#4
47.6,0.5,23.4,BF05,5,14k,14000,Q_l#5
46.6,0.4,19.4,BF05,5,14k,14000,Q_0#1
48.1,0.4,20.2,BF05,5,14k,14000,Q_0#2
49.6,0.4,20.7,BF05,5,14k,14000,Q_0#3
49.2,0.4,22.1,BF05,5,14k,14000,Q_0#4
46.4,0.5,23.0,BF05,5,14k,14000,Q_0#5
44.2,0.4,22.3,BF05,5,15k,15000,Freq#1
45.2,0.4,22.0,BF05,5,15k,15000,Freq#2
45.5,0.4,21.5,BF05,5,15k,15000,Freq#3
45.0,0.4,21.2,BF05,5,15k,15000,Freq#4
44.4,0.4,21.0,BF05,5,15k,15000,Freq#5
53.6,0.4,22.1,BF05,5,15k,15000,H_l#1
51.7,0.4,20.3,BF05,5,15k,15000,H_l#2
52.9,0.4,21.1,BF05,5,15k,15000,H_l#3
53.7,0.4,22.4,BF05,5,15k,15000,H_l#4
52.3,0.5,23.6,BF05,5,15k,15000,H_l#5
53.8,1.4,23.0,BF05,5,15k,15000,MC_AIXI#1
51.4,1.3,21.6,BF05,5,15k,15000,MC_AIXI#2
54.3,1.4,22.3,BF05,5,15k,15000,MC_AIXI#3
52.8,1.3,21.4,BF05,5,15k,15000,MC_AIXI#4
47.1,1.3,20.2,BF05,5,15k,15000,MC_AIXI#5
48.6,0.4,19.4,BF05,5,15k,15000,Q_l#1
49.5,0.4,19.7,BF05,5,15k,15000,Q_l#2
50.8,0.4,21.3,BF05,5,15k,15000,Q_l#3
51.1,0.5,23.9,BF05,5,15k,15000,Q_l#4
48.0,0.5,23.4,BF05,5,15k,15000,Q_l#5
46.7,0.4,19.5,BF05,5,15k,15000,Q_0#1
48.2,0.4,20.2,BF05,5,15k,15000,Q_0#2
49.7,0.4,20.6,BF05,5,15k,15000,Q_0#3
49.4,0.4,22.0,BF05,5,15k,15000,Q_0#4
46.7,0.5,23.0,BF05,5,15k,15000,Q_0#5
44.4,0.4,22.3,BF05,5,16k,16000,Freq#1
45.3,0.4,22.0,BF05,5,16k,16000,Freq#2
45.6,0.4,21.5,BF05,5,16k,16000,Freq#3
45.1,0.4,21.2,BF05,5,16k,16000,Freq#4
44.5,0.4,21.0,BF05,5,16k,16000,Freq#5
53.7,0.4,22.1,BF05,5,16k,16000,H_l#1
51.7,0.4,20.3,BF05,5,16k,16000,H_l#2
52.9,0.4,21.0,BF05,5,16k,16000,H_l#3
53.8,0.4,22.4,BF05,5,16k,16000,H_l#4
52.5,0.5,23.6,BF05,5,16k,16000,H_l#5
53.9,1.4,23.1,BF05,5,16k,16000,MC_AIXI#1
51.5,1.3,21.6,BF05,5,16k,16000,MC_AIXI#2
54.4,1.4,22.3,BF05,5,16k,16000,MC_AIXI#3
52.9,1.3,21.4,BF05,5,16k,16000,MC_AIXI#4
47.2,1.3,20.3,BF05,5,16k,16000,MC_AIXI#5
48.7,0.4,19.4,BF05,5,16k,16000,Q_l#1
49.5,0.4,19.7,BF05,5,16k,16000,Q_l#2
50.9,0.4,21.3,BF05,5,16k,16000,Q_l#3
51.2,0.5,23.8,BF05,5,16k,16000,Q_l#4
48.3,0.5,23.4,BF05,5,16k,16000,Q_l#5
46.7,0.4,19.5,BF05,5,16k,16000,Q_0#1
48.2,0.4,20.2,BF05,5,16k,16000,Q_0#2
49.8,0.4,20.6,BF05,5,16k,16000,Q_0#3
49.7,0.4,22.0,BF05,5,16k,16000,Q_0#4
47.1,0.5,23.0,BF05,5,16k,16000,Q_0#5
44.5,0.4,22.3,BF05,5,17k,17000,Freq#1
45.4,0.4,22.0,BF05,5,17k,17000,Freq#2
45.7,0.4,21.5,BF05,5,17k,17000,Freq#3
45.2,0.4,21.2,BF05,5,17k,17000,Freq#4
44.6,0.4,21.0,BF05,5,17k,17000,Freq#5
53.7,0.4,22.1,BF05,5,17k,17000,H_l#1
51.8,0.4,20.3,BF05,5,17k,17000,H_l#2
53.0,0.4,21.0,BF05,5,17k,17000,H_l#3
53.9,0.4,22.4,BF05,5,17k,17000,H_l#4
52.6,0.5,23.6,BF05,5,17k,17000,H_l#5
53.9,1.4,23.1,BF05,5,17k,17000,MC_AIXI#1
51.5,1.3,21.6,BF05,5,17k,17000,MC_AIXI#2
54.5,1.4,22.3,BF05,5,17k,17000,MC_AIXI#3
53.0,1.3,21.5,BF05,5,17k,17000,MC_AIXI#4
47.3,1.3,20.4,BF05,5,17k,17000,MC_AIXI#5
48.7,0.4,19.5,BF05,5,17k,17000,Q_l#1
49.6,0.4,19.7,BF05,5,17k,17000,Q_l#2
51.0,0.4,21.3,BF05,5,17k,17000,Q_l#3
51.4,0.5,23.8,BF05,5,17k,17000,Q_l#4
48.6,0.5,23.3,BF05,5,17k,17000,Q_l#5
46.7,0.4,19.5,BF05,5,17k,17000,Q_0#1
48.3,0.4,20.1,BF05,5,17k,17000,Q_0#2
49.8,0.4,20.6,BF05,5,17k,17000,Q_0#3
49.8,0.4,21.9,BF05,5,17k,17000,Q_0#4
47.4,0.5,23.0,BF05,5,17k,17000,Q_0#5
44.6,0.4,22.3,BF05,5,18k,18000,Freq#1
45.5,0.4,22.0,BF05,5,18k,18000,Freq#2
45.8,0.4,21.5,BF05,5,18k,18000,Freq#3
45.3,0.4,21.2,BF05,5,18k,18000,Freq#4
44.7,0.4,21.0,BF05,5,18k,18000,Freq#5
53.8,0.4,22.0,BF05,5,18k,18000,H_l#1
51.8,0.4,20.3,BF05,5,18k,18000,H_l#2
53.0,0.4,21.0,BF05,5,18k,18000,H_l#3
54.0,0.4,22.4,BF05,5,18k,18000,H_l#4
52.7,0.5,23.6,BF05,5,18k,18000,H_l#5
54.0,1.4,23.1,BF05,5,18k,18000,MC_AIXI#1
51.6,1.3,21.6,BF05,5,18k,18000,MC_AIXI#2
54.5,1.4,22.4,BF05,5,18k,18000,MC_AIXI#3
53.0,1.3,21.5,BF05,5,18k,18000,MC_AIXI#4
47.5,1.3,20.4,BF05,5,18k,18000,MC_AIXI#5
48.7,0.4,19.5,BF05,5,18k,18000,Q_l#1
49.6,0.4,19.7,BF05,5,18k,18000,Q_l#2
51.0,0.4,21.3,BF05,5,18k,18000,Q_l#3
51.6,0.5,23.8,BF05,5,18k,18000,Q_l#4
48.9,0.5,23.3,BF05,5,18k,18000,Q_l#5
46.8,0.4,19.5,BF05,5,18k,18000,Q_0#1
48.3,0.4,20.1,BF05,5,18k,18000,Q_0#2
